118224,158691,48045,54472,54472,24433,36039,429062,6697,6808,24508,460378,11491,24259,24381,2377,12867,3307,11472,5014,3463,3203,5375,3463,74564,74871,75746,1392,24029,45793,7137,11491,153056,40397,55403,2612,9235,38797,344068,22773,9024,81212,4212,89435,11028,197316,200525,4022,3733,5717,15516,6877,299505,328090,21054,4812,4812,726219,39499,8359,11856,3876,86198,8093,8193,2647,7267,12955,893046,925974,928055,80694,83460,86488,91459,22390,23446,5341,2751,9386,6797,156720,161831,1089859,28159,2218,7121,1123062,1122977,1044194,1503203,1502881,14638,290360
136438,183139,57649,65361,65361,26211,38659,487313,7871,7998,26288,521151,12010,24259,24382,2476,13405,3446,11950,5221,3606,3338,5600,3606,76975,77298,78214,1457,25110,47852,7462,12010,158999,42211,56055,2729,9343,39254,355468,23041,10252,92276,4785,101619,12531,224199,227845,4023,4542,6957,18885,6875,345946,380732,23922,5469,5469,831316,41822,11034,15652,5120,106596,9149,9260,2801,7696,13718,1041826,1088623,1091577,80106,82854,85859,91001,29043,30412,5625,2897,9883,7156,165111,170396,1262064,29650,2220,7496,1316222,1316511,1239470,1759283,1758968,16632,329919
126890,170320,43764,49618,49618,20425,30124,378973,6556,6663,20484,405725,10866,22481,22595,2032,11001,2827,9809,4286,2962,2739,4597,2962,65451,65714,66460,1319,22717,43294,6750,10866,139551,38190,59350,2467,9893,41562,331990,24396,10690,96218,4990,105961,13067,233776,237576,3727,3785,5796,15733,6371,336225,364960,24946,5701,5701,693338,36222,7979,11319,3703,79740,6701,6782,2427,6665,11880,845960,876066,877966,73064,75569,78309,82039,21372,22380,4714,2428,8286,6001,139015,142852,1020742,24858,2055,6286,1041476,1041233,979763,1384422,1384171,17342,344010
119673,160633,47853,54255,54255,22817,33654,425928,6397,6500,22885,454209,8934,21033,21140,1780,9630,2475,8587,3751,2592,2399,4022,2592,58209,58437,59082,1085,18684,35607,5552,8934,118842,31409,53680,2030,8947,37591,284945,22065,9951,89559,4642,98627,12161,217596,221135,3487,3521,5393,14638,5962,312150,338619,23219,5307,5307,681107,35953,7700,10923,3571,68150,7140,7227,2409,6616,11793,805251,823917,825098,69039,71408,73997,77075,23714,24831,4502,2320,7911,5728,133234,136400,961455,23735,1924,6001,986248,986115,873076,1325322,1324861,16144,320204
160664,215657,73577,83422,83422,28710,42343,510444,8943,9090,28795,548329,9196,29765,29914,2783,15066,3871,13431,5868,4054,3751,6294,4054,89028,89390,90420,1115,19226,36644,5713,9196,151331,32321,78451,2090,13077,54938,360992,32249,13190,118718,6155,130738,16124,288441,293133,4936,4697,7192,19521,8435,416739,452511,30778,7034,7034,942728,44482,11671,16555,5413,94047,10597,10726,2979,8183,14589,1112025,1139160,1140875,86795,89771,93027,97455,32711,34252,5896,3038,10364,7505,174129,178679,1319708,31091,2725,7862,1386406,1386892,1335838,1883280,1883070,21399,424457
124353,166918,43523,49347,49347,21619,31886,360826,6283,6387,21683,388232,9350,25084,25209,2420,13104,3368,11681,5103,3526,3262,5474,3526,76623,76939,77832,1134,19554,37264,5809,9350,140741,32872,56765,2125,9460,39752,316038,23334,9939,89453,4638,98510,12148,217340,220873,4159,3565,5457,14818,7110,316245,343538,23190,5299,5299,674294,42251,9450,13406,4384,80654,6505,6583,2831,7774,13859,818388,840060,841429,70055,72456,75084,79549,21079,22073,4735,2440,8322,6027,138905,143494,984791,24968,2295,6314,996879,996460,930351,1317436,1317165,16123,319825
144619,194118,63367,71843,71843,28798,42474,497711,8731,8874,28882,535467,13265,30603,30759,3159,17093,4394,15237,6657,4596,4255,7137,4596,97820,98232,99399,1609,27735,52857,8240,13265,188632,46627,72644,3014,12109,50872,423894,29862,11975,107784,5591,118696,14638,261873,266133,5076,5073,7764,21079,8674,399306,438060,27946,6388,6388,934363,47441,10992,15590,5099,111307,10165,10286,3178,8728,15562,1149948,1194804,1197637,91621,94763,98201,103603,32275,33797,6291,3240,11055,8006,185044,190595,1388387,33164,2798,8386,1457790,1458278,1430195,1965175,1965060,19427,385360
111078,149098,45839,51970,51970,19536,28816,320430,6725,6834,19597,346554,12637,27216,27353,2767,14986,3852,13361,5839,4034,3730,6260,4034,86031,86391,87412,1533,26423,50359,7850,12637,172411,44421,57577,2870,9596,40319,376747,23666,9821,88388,4583,97336,12003,214748,218241,4514,4679,7163,19445,7714,340796,376597,22916,5238,5238,796510,32423,8704,12345,4037,106839,7707,7801,2174,5967,10635,1022820,1084534,1088432,83400,86261,89390,95675,24521,25675,5824,3001,10235,7411,169990,176450,1264951,30703,2489,7764,1317289,1317512,1415430,1763685,1764085,15931,316012
170519,228884,71122,80635,80635,32921,48557,556176,9508,9663,33020,598841,13075,31345,31502,3124,16916,4348,15084,6590,4551,4212,7065,4551,97875,98284,99438,1585,27338,52101,8122,13075,187394,45961,77473,2971,12913,54254,429270,31846,13337,120023,6224,132172,16300,291609,296351,5198,4989,7641,20735,8883,428148,466347,31116,7112,7112,958318,58725,13341,18925,6189,113884,10928,11059,3934,10807,19260,1163167,1194223,1196184,94724,97974,101527,106033,35393,37062,6351,3271,11165,8084,187863,192495,1388773,33494,2868,8469,1448901,1449200,1358165,1955425,1955052,21637,429116
146425,196542,63480,71974,71974,26931,39720,470336,7897,8024,27008,505368,8767,26796,26930,2495,13510,3473,12047,5264,3635,3364,5642,3635,79938,80264,81186,1062,18329,34933,5444,8767,140159,30815,63489,1992,10582,44460,321960,26098,11363,102248,5302,112597,13887,248422,252461,4443,4067,6228,16906,7595,360443,391575,26510,6058,6058,728432,43904,11484,16290,5326,87997,8727,8832,2942,8079,14400,886661,910563,912074,71558,74013,76697,80506,25068,26248,4819,2482,8469,6132,142098,146013,1058052,25406,2449,6425,1086700,1086591,948086,1451051,1450484,18430,365564
125321,168217,38092,43188,43188,18488,27267,336172,5938,6034,18541,360747,11810,29865,30015,2791,15114,3885,13474,5887,4068,3763,6314,4068,89317,89680,90713,1432,24695,47062,7336,11810,170163,41515,70755,2682,11792,49547,389958,29085,10719,96476,5002,106242,13102,234397,238209,4953,4108,6293,17077,8465,346578,377390,25011,5716,5716,769830,28342,6311,8952,2928,74875,5597,5666,1899,5214,9296,922249,959100,961426,82728,85564,88668,92030,26362,27606,5241,2699,9210,6668,155326,158784,1120173,27628,2731,6987,1151581,1151466,1181976,1543252,1543377,17389,344928
179790,241329,73831,83708,83708,38660,57022,740949,10757,10931,38774,790654,15629,32086,32248,3531,19116,4913,17042,7448,5144,4759,7985,5144,107256,107716,109021,1894,32676,62276,9708,15629,214154,54934,80854,3553,13477,56620,483281,33236,12652,113869,5904,125397,15464,276660,281160,5319,5224,7999,21709,9093,417277,456770,29522,6747,6747,1017273,73161,14275,20250,6621,131687,11760,11901,4903,13461,23996,1252629,1285775,1287868,101633,105120,108933,114292,45387,47526,7230,3725,12708,9202,213589,219096,1507065,38124,2936,9641,1574181,1574502,1347399,2134109,2133182,20524,407120
95374,128018,40512,45933,45933,19501,28763,306841,5681,5772,19558,331731,9206,29091,29238,2216,11995,3082,10692,4673,3227,2988,5010,3227,76303,76593,77411,1115,19246,36678,5717,9206,139329,32355,61161,2093,10192,42830,320860,25142,8254,74275,3852,81794,10087,180460,183394,4824,3340,5118,13889,8247,274189,299413,19257,4400,4400,667586,28193,6261,8880,2903,61683,6581,6660,1888,5188,9248,787000,810082,811540,67556,69871,72407,76023,19799,20731,4395,2265,7726,5595,129496,133213,944673,23178,2662,5860,963247,962992,957787,1289429,1289407,13385,265555
64582,86686,29817,33805,33805,13590,20045,219731,4878,4958,13630,237441,4879,21554,21661,1526,8266,2126,7370,3219,2225,2058,3453,2225,54089,54288,54853,592,10203,19446,3030,4879,87590,17151,36245,1108,6042,25381,190209,14898,6339,57056,2959,62831,7747,138623,140877,3574,2420,3707,10057,6107,206251,224322,14793,3381,3381,449179,16705,4291,6084,1990,45080,4166,4217,1120,3074,5481,536401,556254,557509,44605,46133,47806,51483,14589,15276,3241,1672,5698,4126,94469,98250,655575,17095,1972,4323,649081,648498,609791,846560,846402,10284,203991
93661,125720,39411,44684,44684,14672,21637,273123,5318,5407,14714,293192,7243,25133,25259,2252,12192,3134,10872,4750,3281,3036,5092,3281,73036,73331,74163,877,15145,28862,4501,7243,122889,25458,55277,1647,9213,38709,277892,22723,8622,77594,4023,85449,10537,188524,191590,4167,3293,5043,13685,7121,280578,305791,20119,4598,4598,595638,26682,5884,8348,2731,66981,5385,5450,1788,4911,8752,730293,761367,763328,62728,64880,67233,69484,22684,23755,4017,2070,7062,5114,119433,121745,885019,21185,2298,5358,905069,904898,906149,1199367,1199370,13988,277420
140146,188117,48207,54656,54656,18166,26792,448921,6153,6253,18220,472642,10190,28927,29074,2661,14402,3703,12839,5611,3875,3587,6014,3875,85582,85929,86912,1234,21309,40609,6330,10190,155394,35823,66096,2317,11017,46285,353531,27170,10909,98189,5090,108129,13333,238562,242442,4797,3457,5295,14370,8199,335151,361018,25457,5819,5819,754818,37834,9164,12999,4251,91787,6633,6712,2536,6961,12410,933977,973010,975475,80133,82878,85887,89584,31160,32628,5401,2781,9490,6872,159803,163602,1139052,28468,2646,7198,1173440,1173363,1133306,1568598,1568287,17699,351055
