7/28/1977,227
7/29/1977,197
7/30/1977,191
7/31/1977,203
8/1/1977,173
8/2/1977,148
8/3/1977,118
8/4/1977,107
8/5/1977,140
8/6/1977,160
8/7/1977,220
8/8/1977,206
8/9/1977,160
8/10/1977,163
8/11/1977,135
8/12/1977,115
8/13/1977,94
8/14/1977,84
8/15/1977,83
8/16/1977,92
8/17/1977,199
8/18/1977,291
8/19/1977,271
8/20/1977,263
8/21/1977,241
8/22/1977,227
8/23/1977,210
8/24/1977,213
8/25/1977,545
8/26/1977,358
8/27/1977,554
8/28/1977,525
8/29/1977,364
8/30/1977,318
8/31/1977,263
9/1/1977,248
9/2/1977,244
9/3/1977,230
9/4/1977,302
9/5/1977,310
9/6/1977,263
9/7/1977,220
9/8/1977,200
9/9/1977,190
9/10/1977,175
9/11/1977,240
9/12/1977,235
9/13/1977,221
9/14/1977,224
9/15/1977,289
9/16/1977,312
9/17/1977,259
9/18/1977,249
9/19/1977,231
9/20/1977,234
9/21/1977,236
9/22/1977,224
9/23/1977,221
9/24/1977,215
9/25/1977,225
9/26/1977,228
9/27/1977,221
9/28/1977,215
9/29/1977,205
9/30/1977,205
10/1/1977,187
10/2/1977,173
10/3/1977,189
10/4/1977,178
10/5/1977,169
10/6/1977,193
10/7/1977,427
10/8/1977,330
10/9/1977,290
10/10/1977,267
10/11/1977,252
10/12/1977,259
10/13/1977,259
10/14/1977,290
10/15/1977,278
10/16/1977,286
10/17/1977,302
10/18/1977,294
10/19/1977,286
10/20/1977,286
10/21/1977,298
10/22/1977,306
10/23/1977,322
10/24/1977,306
10/25/1977,298
10/26/1977,294
10/27/1977,294
10/28/1977,294
10/29/1977,290
10/30/1977,306
10/31/1977,326
11/1/1977,330
11/2/1977,318
11/3/1977,306
11/4/1977,318
11/5/1977,310
11/6/1977,310
11/7/1977,414
11/8/1977,356
11/9/1977,345
11/10/1977,302
11/11/1977,275
11/12/1977,290
11/13/1977,315
11/14/1977,310
11/15/1977,300
11/16/1977,305
11/17/1977,305
11/18/1977,305
11/19/1977,300
11/20/1977,275
11/21/1977,220
11/22/1977,125
11/23/1977,210
11/24/1977,356
11/25/1977,370
11/26/1977,380
11/27/1977,395
11/28/1977,375
11/29/1977,356
11/30/1977,342
12/1/1977,311
12/2/1977,328
12/3/1977,311
12/4/1977,315
12/5/1977,333
12/6/1977,328
12/7/1977,303
12/8/1977,259
12/9/1977,291
12/10/1977,295
12/11/1977,259
12/12/1977,305
12/13/1977,305
12/14/1977,305
12/15/1977,305
12/16/1977,305
12/17/1977,305
12/18/1977,303
12/19/1977,190
12/20/1977,190
12/21/1977,140
12/22/1977,100
12/23/1977,150
12/24/1977,170
12/25/1977,330
12/26/1977,320
12/27/1977,310
12/28/1977,310
12/29/1977,310
12/30/1977,325
12/31/1977,330
1/1/1978,320
1/2/1978,300
1/3/1978,261
1/4/1978,214
1/5/1978,236
1/6/1978,300
1/7/1978,330
1/8/1978,320
1/9/1978,300
1/10/1978,280
1/11/1978,290
1/12/1978,340
1/13/1978,340
1/14/1978,340
1/15/1978,280
1/16/1978,305
1/17/1978,305
1/18/1978,305
1/19/1978,305
1/20/1978,305
1/21/1978,305
1/22/1978,305
1/23/1978,305
1/24/1978,305
1/25/1978,305
1/26/1978,320
1/27/1978,320
1/28/1978,320
1/29/1978,300
1/30/1978,260
1/31/1978,320
2/1/1978,320
2/2/1978,320
2/3/1978,320
2/4/1978,320
2/5/1978,320
2/6/1978,310
2/7/1978,310
2/8/1978,310
2/9/1978,340
2/10/1978,330
2/11/1978,290
2/12/1978,320
2/13/1978,340
2/14/1978,340
2/15/1978,340
2/16/1978,320
2/17/1978,300
2/18/1978,280
2/19/1978,260
2/20/1978,220
2/21/1978,280
2/22/1978,290
2/23/1978,290
2/24/1978,280
2/25/1978,280
2/26/1978,301
2/27/1978,345
2/28/1978,362
3/1/1978,369
3/2/1978,361
3/3/1978,356
3/4/1978,349
3/5/1978,361
3/6/1978,384
3/7/1978,448
3/8/1978,456
3/9/1978,485
3/10/1978,487
3/11/1978,506
3/12/1978,435
3/13/1978,415
3/14/1978,404
3/15/1978,398
3/16/1978,372
3/17/1978,352
3/18/1978,361
3/19/1978,435
3/20/1978,507
3/21/1978,607
3/22/1978,576
3/23/1978,680
3/24/1978,761
3/25/1978,929
3/26/1978,552
3/27/1978,473
3/28/1978,462
3/29/1978,463
3/30/1978,475
3/31/1978,489
4/1/1978,547
4/2/1978,674
4/3/1978,739
4/4/1978,660
4/5/1978,598
4/6/1978,616
4/7/1978,576
4/8/1978,530
4/9/1978,556
4/10/1978,594
4/11/1978,582
4/12/1978,534
4/13/1978,544
4/14/1978,583
4/15/1978,588
4/16/1978,599
4/17/1978,614
4/18/1978,620
4/19/1978,581
4/20/1978,540
4/21/1978,531
4/22/1978,548
4/23/1978,558
4/24/1978,539
4/25/1978,519
4/26/1978,574
4/27/1978,648
4/28/1978,871
4/29/1978,884
4/30/1978,911
5/1/1978,901
5/2/1978,865
5/3/1978,814
5/4/1978,933
5/5/1978,1040
5/6/1978,1010
5/7/1978,933
5/8/1978,873
5/9/1978,829
5/10/1978,759
5/11/1978,782
5/12/1978,814
5/13/1978,803
5/14/1978,843
5/15/1978,1100
5/16/1978,1640
5/17/1978,2100
5/18/1978,2430
5/19/1978,1860
5/20/1978,1520
5/21/1978,1520
5/22/1978,1750
5/23/1978,1900
5/24/1978,2210
5/25/1978,2640
5/26/1978,2580
5/27/1978,2240
5/28/1978,2280
5/29/1978,2040
5/30/1978,1980
5/31/1978,2120
6/1/1978,2180
6/2/1978,1980
6/3/1978,2050
6/4/1978,2080
6/5/1978,2210
6/6/1978,2370
6/7/1978,2140
6/8/1978,2250
6/9/1978,2220
6/10/1978,2400
6/11/1978,2850
6/12/1978,3330
6/13/1978,3410
6/14/1978,3330
6/15/1978,3530
6/16/1978,3650
6/17/1978,3790
6/18/1978,3850
6/19/1978,3620
6/20/1978,3410
6/21/1978,3210
6/22/1978,2940
6/23/1978,2880
6/24/1978,3000
6/25/1978,3120
6/26/1978,3300
6/27/1978,3110
6/28/1978,2690
6/29/1978,2600
6/30/1978,2510
7/1/1978,2340
7/2/1978,2220
7/3/1978,2020
7/4/1978,1880
7/5/1978,1700
7/6/1978,1510
7/7/1978,1370
7/8/1978,1280
7/9/1978,1180
7/10/1978,1080
7/11/1978,1060
7/12/1978,1140
7/13/1978,1070
7/14/1978,978
7/15/1978,911
7/16/1978,851
7/17/1978,830
7/18/1978,888
7/19/1978,965
7/20/1978,865
7/21/1978,809
7/22/1978,756
7/23/1978,700
7/24/1978,660
7/25/1978,650
7/26/1978,600
7/27/1978,550
7/28/1978,500
7/29/1978,480
7/30/1978,470
7/31/1978,460
8/1/1978,450
8/2/1978,460
8/3/1978,450
8/4/1978,430
8/5/1978,410
8/6/1978,410
8/7/1978,400
8/8/1978,390
8/9/1978,380
8/10/1978,370
8/11/1978,370
8/12/1978,370
8/13/1978,392
8/14/1978,452
8/15/1978,449
8/16/1978,522
8/17/1978,465
8/18/1978,424
8/19/1978,415
8/20/1978,440
8/21/1978,434
8/22/1978,415
8/23/1978,389
8/24/1978,363
8/25/1978,343
8/26/1978,351
8/27/1978,335
8/28/1978,324
8/29/1978,325
8/30/1978,307
8/31/1978,265
9/1/1978,252
9/2/1978,255
9/3/1978,257
9/4/1978,252
9/5/1978,236
9/6/1978,215
9/7/1978,198
9/8/1978,1630
9/9/1978,585
9/10/1978,419
9/11/1978,355
9/12/1978,345
9/13/1978,383
9/14/1978,360
9/15/1978,343
9/16/1978,356
9/17/1978,357
9/18/1978,369
9/19/1978,408
9/20/1978,439
9/21/1978,430
9/22/1978,425
9/23/1978,411
9/24/1978,403
9/25/1978,386
9/26/1978,387
9/27/1978,385
9/28/1978,368
9/29/1978,375
9/30/1978,371
10/1/1978,376
10/2/1978,375
10/3/1978,369
10/4/1978,366
10/5/1978,360
10/6/1978,358
10/7/1978,359
10/8/1978,368
10/9/1978,362
10/10/1978,366
10/11/1978,366
10/12/1978,365
10/13/1978,362
10/14/1978,360
10/15/1978,361
10/16/1978,370
10/17/1978,373
10/18/1978,380
10/19/1978,383
10/20/1978,374
10/21/1978,427
10/22/1978,434
10/23/1978,416
10/24/1978,428
10/25/1978,415
10/26/1978,400
10/27/1978,400
10/28/1978,390
10/29/1978,395
10/30/1978,390
10/31/1978,385
11/1/1978,380
11/2/1978,385
11/3/1978,380
11/4/1978,375
11/5/1978,380
11/6/1978,375
11/7/1978,370
11/8/1978,370
11/9/1978,375
11/10/1978,390
11/11/1978,380
11/12/1978,420
11/13/1978,500
11/14/1978,460
11/15/1978,410
11/16/1978,395
11/17/1978,380
11/18/1978,375
11/19/1978,370
11/20/1978,400
11/21/1978,410
11/22/1978,425
11/23/1978,450
11/24/1978,400
11/25/1978,420
11/26/1978,430
11/27/1978,420
11/28/1978,420
11/29/1978,350
11/30/1978,400
12/1/1978,500
12/2/1978,300
12/3/1978,170
12/4/1978,220
12/5/1978,280
12/6/1978,380
12/7/1978,480
12/8/1978,400
12/9/1978,310
12/10/1978,340
12/11/1978,390
12/12/1978,400
12/13/1978,420
12/14/1978,390
12/15/1978,370
12/16/1978,410
12/17/1978,370
12/18/1978,410
12/19/1978,460
12/20/1978,380
12/21/1978,360
12/22/1978,450
12/23/1978,400
12/24/1978,380
12/25/1978,420
12/26/1978,380
12/27/1978,380
12/28/1978,390
12/29/1978,380
12/30/1978,360
12/31/1978,380
1/1/1979,350
1/2/1979,330
1/3/1979,320
1/4/1979,340
1/5/1979,340
1/6/1979,350
1/7/1979,330
1/8/1979,320
1/9/1979,310
1/10/1979,310
1/11/1979,310
1/12/1979,310
1/13/1979,320
1/14/1979,320
1/15/1979,300
1/16/1979,290
1/17/1979,280
1/18/1979,290
1/19/1979,300
1/20/1979,300
1/21/1979,300
1/22/1979,310
1/23/1979,310
1/24/1979,310
1/25/1979,300
1/26/1979,300
1/27/1979,300
1/28/1979,280
1/29/1979,270
1/30/1979,270
1/31/1979,270
2/1/1979,270
2/2/1979,270
2/3/1979,270
2/4/1979,270
2/5/1979,270
2/6/1979,270
2/7/1979,270
2/8/1979,270
2/9/1979,270
2/10/1979,270
2/11/1979,285
2/12/1979,285
2/13/1979,285
2/14/1979,285
2/15/1979,285
2/16/1979,295
2/17/1979,295
2/18/1979,295
2/19/1979,295
2/20/1979,295
2/21/1979,300
2/22/1979,320
2/23/1979,300
2/24/1979,290
2/25/1979,290
2/26/1979,290
2/27/1979,290
2/28/1979,290
3/1/1979,300
3/2/1979,300
3/3/1979,310
3/4/1979,320
3/5/1979,320
3/6/1979,330
3/7/1979,340
3/8/1979,340
3/9/1979,340
3/10/1979,340
3/11/1979,350
3/12/1979,350
3/13/1979,350
3/14/1979,350
3/15/1979,350
3/16/1979,365
3/17/1979,370
3/18/1979,385
3/19/1979,400
3/20/1979,420
3/21/1979,450
3/22/1979,480
3/23/1979,510
3/24/1979,580
3/25/1979,700
3/26/1979,750
3/27/1979,782
3/28/1979,1010
3/29/1979,1600
3/30/1979,1050
3/31/1979,976
4/1/1979,852
4/2/1979,637
4/3/1979,543
4/4/1979,491
4/5/1979,484
4/6/1979,613
4/7/1979,760
4/8/1979,764
4/9/1979,668
4/10/1979,665
4/11/1979,756
4/12/1979,683
4/13/1979,711
4/14/1979,733
4/15/1979,789
4/16/1979,747
4/17/1979,766
4/18/1979,837
4/19/1979,846
4/20/1979,834
4/21/1979,767
4/22/1979,731
4/23/1979,728
4/24/1979,787
4/25/1979,860
4/26/1979,851
4/27/1979,796
4/28/1979,769
4/29/1979,811
4/30/1979,818
5/1/1979,828
5/2/1979,884
5/3/1979,1050
5/4/1979,1030
5/5/1979,907
5/6/1979,879
5/7/1979,973
5/8/1979,1090
5/9/1979,1170
5/10/1979,1100
5/11/1979,1010
5/12/1979,932
5/13/1979,893
5/14/1979,881
5/15/1979,952
5/16/1979,1080
5/17/1979,1260
5/18/1979,1430
5/19/1979,1720
5/20/1979,2090
5/21/1979,2320
5/22/1979,2550
5/23/1979,2730
5/24/1979,2850
5/25/1979,3160
5/26/1979,3490
5/27/1979,3530
5/28/1979,3770
5/29/1979,3960
5/30/1979,4230
5/31/1979,3930
6/1/1979,3270
6/2/1979,2720
6/3/1979,2510
6/4/1979,2520
6/5/1979,2540
6/6/1979,2610
6/7/1979,2830
6/8/1979,3120
6/9/1979,3060
6/10/1979,2470
6/11/1979,2070
6/12/1979,1960
6/13/1979,2080
6/14/1979,2410
6/15/1979,2940
6/16/1979,3390
6/17/1979,3490
6/18/1979,3290
6/19/1979,2940
6/20/1979,2520
6/21/1979,2080
6/22/1979,1910
6/23/1979,1970
6/24/1979,2060
6/25/1979,2110
6/26/1979,2140
6/27/1979,2120
6/28/1979,2170
6/29/1979,2170
6/30/1979,2020
7/1/1979,1960
7/2/1979,2030
7/3/1979,1960
7/4/1979,1820
7/5/1979,1640
7/6/1979,1480
7/7/1979,1380
7/8/1979,1290
7/9/1979,1200
7/10/1979,1100
7/11/1979,1020
7/12/1979,959
7/13/1979,900
7/14/1979,820
7/15/1979,750
7/16/1979,730
7/17/1979,700
7/18/1979,700
7/19/1979,670
7/20/1979,673
7/21/1979,639
7/22/1979,639
7/23/1979,697
7/24/1979,667
7/25/1979,633
7/26/1979,573
7/27/1979,541
7/28/1979,533
7/29/1979,548
7/30/1979,508
7/31/1979,477
8/1/1979,459
8/2/1979,437
8/3/1979,444
8/4/1979,424
8/5/1979,390
8/6/1979,393
8/7/1979,398
8/8/1979,378
8/9/1979,391
8/10/1979,402
8/11/1979,418
8/12/1979,434
8/13/1979,404
8/14/1979,420
8/15/1979,424
8/16/1979,456
8/17/1979,507
8/18/1979,546
8/19/1979,547
8/20/1979,552
8/21/1979,604
8/22/1979,616
8/23/1979,547
8/24/1979,522
8/25/1979,507
8/26/1979,486
8/27/1979,470
8/28/1979,498
8/29/1979,462
8/30/1979,461
8/31/1979,436
9/1/1979,455
9/2/1979,427
9/3/1979,416
9/4/1979,396
9/5/1979,379
9/6/1979,362
9/7/1979,350
9/8/1979,323
9/9/1979,315
9/10/1979,308
9/11/1979,288
9/12/1979,314
9/13/1979,314
9/14/1979,309
9/15/1979,307
9/16/1979,321
9/17/1979,311
9/18/1979,312
9/19/1979,285
9/20/1979,267
9/21/1979,253
9/22/1979,255
9/23/1979,257
9/24/1979,258
9/25/1979,250
9/26/1979,290
9/27/1979,325
9/28/1979,278
9/29/1979,272
9/30/1979,288
10/1/1979,281
10/2/1979,282
10/3/1979,281
10/4/1979,295
10/5/1979,303
10/6/1979,319
10/7/1979,336
10/8/1979,343
10/9/1979,324
10/10/1979,326
10/11/1979,338
10/12/1979,338
10/13/1979,352
10/14/1979,360
10/15/1979,392
10/16/1979,393
10/17/1979,371
10/18/1979,380
10/19/1979,389
10/20/1979,438
10/21/1979,489
10/22/1979,546
10/23/1979,523
10/24/1979,489
10/25/1979,496
10/26/1979,503
10/27/1979,496
10/28/1979,485
10/29/1979,488
10/30/1979,496
10/31/1979,492
11/1/1979,456
11/2/1979,419
11/3/1979,431
11/4/1979,451
11/5/1979,459
11/6/1979,461
11/7/1979,451
11/8/1979,448
11/9/1979,459
11/10/1979,453
11/11/1979,453
11/12/1979,443
11/13/1979,433
11/14/1979,406
11/15/1979,406
11/16/1979,415
11/17/1979,430
11/18/1979,435
11/19/1979,438
11/20/1979,456
11/21/1979,431
11/22/1979,459
11/23/1979,352
11/24/1979,310
11/25/1979,403
11/26/1979,504
11/27/1979,473
11/28/1979,420
11/29/1979,324
11/30/1979,274
12/1/1979,190
12/2/1979,224
12/3/1979,283
12/4/1979,420
12/5/1979,430
12/6/1979,430
12/7/1979,430
12/8/1979,420
12/9/1979,370
12/10/1979,350
12/11/1979,350
12/12/1979,350
12/13/1979,360
12/14/1979,350
12/15/1979,350
12/16/1979,360
12/17/1979,360
12/18/1979,370
12/19/1979,370
12/20/1979,370
12/21/1979,370
12/22/1979,360
12/23/1979,360
12/24/1979,350
12/25/1979,340
12/26/1979,330
12/27/1979,310
12/28/1979,380
12/29/1979,380
12/30/1979,360
12/31/1979,350
1/1/1980,350
1/2/1980,340
1/3/1980,330
1/4/1980,330
1/5/1980,320
1/6/1980,360
1/7/1980,370
1/8/1980,370
1/9/1980,380
1/10/1980,380
1/11/1980,310
1/12/1980,340
1/13/1980,380
1/14/1980,380
1/15/1980,370
1/16/1980,370
1/17/1980,370
1/18/1980,360
1/19/1980,360
1/20/1980,350
1/21/1980,350
1/22/1980,340
1/23/1980,330
1/24/1980,330
1/25/1980,330
1/26/1980,330
1/27/1980,330
1/28/1980,330
1/29/1980,320
1/30/1980,320
1/31/1980,320
2/1/1980,330
2/2/1980,360
2/3/1980,380
2/4/1980,400
2/5/1980,390
2/6/1980,380
2/7/1980,370
2/8/1980,360
2/9/1980,360
2/10/1980,380
2/11/1980,420
2/12/1980,470
2/13/1980,500
2/14/1980,600
2/15/1980,698
2/16/1980,734
2/17/1980,893
2/18/1980,960
2/19/1980,1100
2/20/1980,1300
2/21/1980,1220
2/22/1980,892
2/23/1980,659
2/24/1980,547
2/25/1980,490
2/26/1980,481
2/27/1980,486
2/28/1980,564
2/29/1980,676
3/1/1980,666
3/2/1980,564
3/3/1980,556
3/4/1980,490
3/5/1980,573
3/6/1980,614
3/7/1980,569
3/8/1980,591
3/9/1980,623
3/10/1980,490
3/11/1980,481
3/12/1980,473
3/13/1980,473
3/14/1980,438
3/15/1980,518
3/16/1980,562
3/17/1980,490
3/18/1980,421
3/19/1980,414
3/20/1980,471
3/21/1980,475
3/22/1980,513
3/23/1980,565
3/24/1980,504
3/25/1980,490
3/26/1980,504
3/27/1980,484
3/28/1980,444
3/29/1980,428
3/30/1980,414
3/31/1980,413
4/1/1980,413
4/2/1980,403
4/3/1980,424
4/4/1980,418
4/5/1980,415
4/6/1980,448
4/7/1980,487
4/8/1980,461
4/9/1980,413
4/10/1980,419
4/11/1980,476
4/12/1980,445
4/13/1980,424
4/14/1980,411
4/15/1980,438
4/16/1980,491
4/17/1980,527
4/18/1980,553
4/19/1980,582
4/20/1980,655
4/21/1980,724
4/22/1980,818
4/23/1980,951
4/24/1980,973
4/25/1980,963
4/26/1980,909
4/27/1980,925
4/28/1980,916
4/29/1980,969
4/30/1980,1080
5/1/1980,1170
5/2/1980,1120
5/3/1980,1020
5/4/1980,1010
5/5/1980,1080
5/6/1980,1140
5/7/1980,1380
5/8/1980,1550
5/9/1980,1590
5/10/1980,1680
5/11/1980,1700
5/12/1980,1990
5/13/1980,2000
5/14/1980,1730
5/15/1980,1590
5/16/1980,1540
5/17/1980,1760
5/18/1980,1870
5/19/1980,1680
5/20/1980,1680
5/21/1980,1880
5/22/1980,2180
5/23/1980,2610
5/24/1980,3030
5/25/1980,3110
5/26/1980,2230
5/27/1980,2340
5/28/1980,2340
5/29/1980,2530
5/30/1980,2640
5/31/1980,2410
6/1/1980,2460
6/2/1980,2410
6/3/1980,2290
6/4/1980,2250
6/5/1980,2330
6/6/1980,2510
6/7/1980,2600
6/8/1980,2650
6/9/1980,2710
6/10/1980,2670
6/11/1980,2700
6/12/1980,2820
6/13/1980,2960
6/14/1980,2980
6/15/1980,2810
6/16/1980,2590
6/17/1980,2340
6/18/1980,2190
6/19/1980,2080
6/20/1980,2070
6/21/1980,1910
6/22/1980,1850
6/23/1980,1790
6/24/1980,1710
6/25/1980,1600
6/26/1980,1520
6/27/1980,1430
6/28/1980,1320
6/29/1980,1200
6/30/1980,1120
7/1/1980,1070
7/2/1980,1170
7/3/1980,1440
7/4/1980,1320
7/5/1980,1100
7/6/1980,981
7/7/1980,895
7/8/1980,836
7/9/1980,788
7/10/1980,718
7/11/1980,690
7/12/1980,672
7/13/1980,623
7/14/1980,627
7/15/1980,670
7/16/1980,614
7/17/1980,563
7/18/1980,541
7/19/1980,521
7/20/1980,497
7/21/1980,490
7/22/1980,464
7/23/1980,405
7/24/1980,383
7/25/1980,406
7/26/1980,412
7/27/1980,405
7/28/1980,372
7/29/1980,364
7/30/1980,338
7/31/1980,341
8/1/1980,354
8/2/1980,332
8/3/1980,331
8/4/1980,324
8/5/1980,326
8/6/1980,317
8/7/1980,304
8/8/1980,293
8/9/1980,270
8/10/1980,297
8/11/1980,314
8/12/1980,270
8/13/1980,246
8/14/1980,234
8/15/1980,281
8/16/1980,395
8/17/1980,420
8/18/1980,429
8/19/1980,415
8/20/1980,376
8/21/1980,368
8/22/1980,311
8/23/1980,285
8/24/1980,391
8/25/1980,806
8/26/1980,648
8/27/1980,456
8/28/1980,392
8/29/1980,376
8/30/1980,356
8/31/1980,341
9/1/1980,345
9/2/1980,362
9/3/1980,357
9/4/1980,337
9/5/1980,347
9/6/1980,342
9/7/1980,347
9/8/1980,327
9/9/1980,359
9/10/1980,424
9/11/1980,516
9/12/1980,426
9/13/1980,404
9/14/1980,430
9/15/1980,403
9/16/1980,403
9/17/1980,413
9/18/1980,409
9/19/1980,398
9/20/1980,389
9/21/1980,386
9/22/1980,405
9/23/1980,395
9/24/1980,402
9/25/1980,376
9/26/1980,373
9/27/1980,362
9/28/1980,363
9/29/1980,363
9/30/1980,352
10/1/1980,346
10/2/1980,339
10/3/1980,322
10/4/1980,305
10/5/1980,288
10/6/1980,280
10/7/1980,271
10/8/1980,271
10/9/1980,276
10/10/1980,269
10/11/1980,276
10/12/1980,285
10/13/1980,314
10/14/1980,388
10/15/1980,606
10/16/1980,605
10/17/1980,499
10/18/1980,522
10/19/1980,522
10/20/1980,498
10/21/1980,487
10/22/1980,479
10/23/1980,459
10/24/1980,457
10/25/1980,444
10/26/1980,431
10/27/1980,447
10/28/1980,461
10/29/1980,450
10/30/1980,438
10/31/1980,440
11/1/1980,446
11/2/1980,440
11/3/1980,433
11/4/1980,431
11/5/1980,427
11/6/1980,428
11/7/1980,424
11/8/1980,419
11/9/1980,415
11/10/1980,411
11/11/1980,402
11/12/1980,402
11/13/1980,414
11/14/1980,456
11/15/1980,455
11/16/1980,388
11/17/1980,351
11/18/1980,390
11/19/1980,364
11/20/1980,376
11/21/1980,370
11/22/1980,390
11/23/1980,403
11/24/1980,409
11/25/1980,401
11/26/1980,370
11/27/1980,380
11/28/1980,370
11/29/1980,350
11/30/1980,370
12/1/1980,410
12/2/1980,462
12/3/1980,395
12/4/1980,373
12/5/1980,378
12/6/1980,394
12/7/1980,386
12/8/1980,360
12/9/1980,340
12/10/1980,310
12/11/1980,350
